,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,text_clean,label_id,ESG_Label,Impact_Level_Code,ESG_Controversy,Year,Sentiment_Code
92,92,92,92,92,2025-02-25,Market braces for a major policy announcement from the EU,Times of India,Regulatory Compliance Failure,TSX,2.92,464.3,Positive,Real Estate,Low,General Motors,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,market braces for a major policy announcement from the eu,1,Governance,0,0,2025,1.0
93,93,93,93,93,2025-05-27,Market braces for a major policy announcement from the EU,The Economist,Accounting Fraud Investigation,DAX,-3.78,381.07,Positive,Transportation,Low,General Motors,https://www.wsj.com/europe/dax-performance,market braces for a major policy announcement from the eu,14,Governance,0,0,2025,1.0
94,94,94,94,94,2025-06-11,Aerospace and Defense sector sees rally amid geopolitical tensions,Yahoo Finance,Human Rights Allegation,Euro Stoxx 50,-3.49,312.07,Positive,Agriculture,Low,Chevron Corporation,https://www.ft.com/content/geopolitical-summit,aerospace and defense sector sees rally amid geopolitical tensions,3,Social,0,0,2025,1.0
95,95,95,95,95,2025-07-12,Pharmaceutical company's drug approval drives stock upward,Wall Street Journal,Antitrust Investigation,TSX,-3.13,76.63,Negative,Automotive,Low,Ford Motor Company,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,pharmaceutical company's drug approval drives stock upward,11,Governance,0,0,2025,-1.0
96,96,96,96,96,2025-08-08,Crude oil prices drop to a multi-year low,Seeking Alpha,Human Rights Allegation,FTSE 100,3.11,80.75,Neutral,Transportation,Medium,JPMorgan Chase,https://www.wsj.com/japan/economic-data-release,crude oil prices drop to a multi year low,3,Social,1,1,2025,0.0
97,97,97,97,97,2025-07-26,Mining company stock surges on commodity price boom,Reuters,Antitrust Investigation,BSE Sensex,-1.91,439.74,Neutral,Real Estate,Low,Lockheed Martin,https://www.business-standard.com/finance/corporate-earnings,mining company stock surges on commodity price boom,13,Governance,0,0,2025,0.0
98,98,98,98,98,2025-06-28,A massive data breach sends a tech company's stock tumbling,Financial Times,Labor Rights Violation,ASX 200,2.51,496.05,,Healthcare,Low,Microsoft,https://www.investopedia.com/articles/supply-chain-disruption,a massive data breach sends a tech company's stock tumbling,8,Social,0,0,2025,
99,99,99,99,99,2025-05-06,,The Economist,Executive Misconduct,Dow Jones,2.1,441.84,Neutral,Pharmaceuticals,Medium,Bank of America,https://www.marketwatch.com/story/consumer-goods-report,,15,Governance,1,1,2025,0.0
100,100,100,100,100,2025-06-02,,Seeking Alpha,Accounting Fraud Investigation,DAX,1.3,28.49,Neutral,Utilities,Medium,General Motors,https://www.business-standard.com/economy/trade-disputes-impact,,11,Governance,1,1,2025,0.0
101,101,101,101,101,2025-06-22,Consumer Discretionary stocks outperform as spending increases,Economic Times,Executive Misconduct,TSX,2.38,88.86,Negative,Materials,Low,Intel,https://economictimes.indiatimes.com/news/transportation,consumer discretionary stocks outperform as spending increases,6,Governance,0,0,2025,-1.0
102,102,102,102,102,2025-07-07,New IPO for a popular software firm is oversubscribed,Times of India,Antitrust Investigation,Shanghai Composite,-1.26,359.28,Positive,Transportation,Medium,General Motors,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,new ipo for a popular software firm is oversubscribed,4,Governance,1,1,2025,1.0
103,103,103,103,103,2025-07-05,Consumer Discretionary stocks outperform as spending increases,Bloomberg,Executive Misconduct,KOSPI,4.57,376.31,Negative,Utilities,High,Intel,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,consumer discretionary stocks outperform as spending increases,5,Governance,2,1,2025,-1.0
104,104,104,104,104,2025-04-03,ASX 200 gains on strong export performance,The Economist,Accounting Fraud Investigation,Russell 2000,3.92,399.84,Negative,Utilities,Low,Chevron Corporation,https://www.business-standard.com/finance/corporate-earnings,asx 200 gains on strong export performance,14,Governance,0,0,2025,-1.0
105,105,105,105,105,2025-04-21,Geopolitical ceasefire prompts a broad market recovery,Barron's,Executive Misconduct,S&P 500,2.72,329.55,Negative,Retail,Low,Microsoft,https://www.reuters.com/business/retail-sector-earnings,geopolitical ceasefire prompts a broad market recovery,16,Governance,0,0,2025,-1.0
106,106,106,106,106,2025-03-28,Federal Reserve Chairman's speech causes market volatility,The Hindu Business Line,Executive Misconduct,CAC 40,-2.71,143.96,Negative,Energy,Medium,Chevron Corporation,https://www.wsj.com/japan/economic-data-release,federal reserve chairman's speech causes market volatility,15,Governance,1,1,2025,-1.0
107,107,107,107,107,2025-02-24,Banking stocks dip after a major scandal is revealed,The Motley Fool,Antitrust Investigation,IBOVESPA,4.95,388.38,Negative,Technology,High,Ford Motor Company,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,banking stocks dip after a major scandal is revealed,14,Governance,2,1,2025,-1.0
108,108,108,108,108,2025-05-28,UK's FTSE 100 sees a boost from favorable trade data,Mint,Antitrust Investigation,S&P 500,2.3,459.91,Positive,Transportation,Medium,Apple Inc.,https://www.ft.com/content/media-entertainment-merger,uk's ftse 100 sees a boost from favorable trade data,12,Governance,1,1,2025,1.0
109,109,109,109,109,2025-07-30,E-commerce earnings report beats all analyst expectations,Economic Times,Labor Rights Violation,TSX,1.49,294.51,Neutral,Media & Entertainment,Low,Apple Inc.,,e commerce earnings report beats all analyst expectations,3,Social,0,0,2025,0.0
110,110,110,110,110,2025-04-16,Massive stock buyback program announced by a consumer goods company,Seeking Alpha,Accounting Fraud Investigation,CAC 40,-0.06,241.84,Negative,Agriculture,Medium,Exxon Mobil,https://www.business-standard.com/economy/economic-stimulus,massive stock buyback program announced by a consumer goods company,18,Governance,1,1,2025,-1.0
111,111,111,111,111,2025-05-02,Crude oil prices drop to a multi-year low,Financial Times,Labor Rights Violation,TSX,4.13,357.84,Positive,Agriculture,Low,JPMorgan Chase,https://www.ft.com/content/consumer-confidence-report,crude oil prices drop to a multi year low,17,Social,0,0,2025,1.0
112,112,112,112,112,2025-02-02,Massive stock buyback program announced by a consumer goods company,Wall Street Journal,Human Rights Allegation,BSE Sensex,-3.38,206.23,,Media & Entertainment,Low,Microsoft,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,massive stock buyback program announced by a consumer goods company,3,Social,0,0,2025,
113,113,113,113,113,2025-07-04,Manufacturing PMI data signals economic expansion,Yahoo Finance,Accounting Fraud Investigation,IBOVESPA,-1.03,400.56,Neutral,Construction,Medium,Microsoft,https://www.business-standard.com/economy/economic-stimulus,manufacturing pmi data signals economic expansion,18,Governance,1,1,2025,0.0
114,114,114,114,114,2025-03-18,E-commerce earnings report beats all analyst expectations,Times of India,Carbon Emissions Violation,S&P 500,2.71,342.38,Negative,Materials,High,Apple Inc.,https://www.cnbc.com/2025/09/automotive-industry-trends,e commerce earnings report beats all analyst expectations,2,Environmental,2,1,2025,-1.0
115,115,115,115,115,2025-03-30,Supply chain issues impact manufacturing sector earnings,Seeking Alpha,Worker Strike,KOSPI,2.75,298.1,,Materials,Medium,Bank of America,https://www.moneycontrol.com/us-markets/nasdaq-composite,supply chain issues impact manufacturing sector earnings,17,Social,1,1,2025,
116,116,116,116,116,2025-02-22,Supply chain issues impact manufacturing sector earnings,CNBC,Executive Misconduct,Euro Stoxx 50,-2.08,466.46,Negative,Technology,Medium,Ford Motor Company,https://www.wsj.com/china/market-regulation,supply chain issues impact manufacturing sector earnings,13,Governance,1,1,2025,-1.0
117,117,117,117,117,2025-02-13,Massive stock buyback program announced by a consumer goods company,Economic Times,Human Rights Allegation,Nikkei 225,-1.42,178.95,Negative,Utilities,High,JPMorgan Chase,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,massive stock buyback program announced by a consumer goods company,19,Social,2,1,2025,-1.0
118,118,118,118,118,2025-02-15,Government spending bill is expected to stimulate the economy,MarketWatch,Executive Misconduct,KOSPI,3.32,138.84,Negative,Construction,High,JPMorgan Chase,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,government spending bill is expected to stimulate the economy,14,Governance,2,1,2025,-1.0
119,119,119,119,119,2025-02-27,Market braces for a major policy announcement from the EU,MarketWatch,Climate Regulation Breach,Nikkei 225,1.16,218.92,Positive,Construction,Low,Lockheed Martin,https://www.bloomberg.com/canada/tsunami-warnings,market braces for a major policy announcement from the eu,2,Environmental,0,0,2025,1.0
120,120,120,120,120,2025-04-15,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Financial Times,Accounting Fraud Investigation,Shanghai Composite,-4.12,302.65,Neutral,Utilities,Low,Chevron Corporation,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,tech giant's new product launch sparks sector wide gains,12,Governance,0,0,2025,0.0
121,121,121,121,121,2025-07-01,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Business Standard,Antitrust Investigation,S&P 500,2.06,130.35,Negative,Materials,High,Intel,https://www.business-standard.com/economy/inflation-data,tech giant's new product launch sparks sector wide gains,9,Governance,2,1,2025,-1.0
122,122,122,122,122,2025-04-04,Supply chain issues impact manufacturing sector earnings,Seeking Alpha,Product Safety Recall,BSE Sensex,-3.65,169.96,Negative,Healthcare,Low,Microsoft,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,supply chain issues impact manufacturing sector earnings,19,Social,0,0,2025,-1.0
123,123,123,123,123,2025-06-29,Gold prices surge as investors flee riskier assets,Business Standard,Antitrust Investigation,FTSE 100,-3.62,449.82,Neutral,Industrials,Low,Intel,,gold prices surge as investors flee riskier assets,1,Governance,0,0,2025,0.0
124,124,124,124,124,2025-05-24,Central bank maintains status quo on interest rates,CNBC,Accounting Fraud Investigation,Russell 2000,-2.36,154.91,Negative,Healthcare,Medium,Lockheed Martin,,central bank maintains status quo on interest rates,0,Governance,1,1,2025,-1.0
125,125,125,125,125,2025-06-20,A massive data breach sends a tech company's stock tumbling,Financial Times,Antitrust Investigation,S&P/TSX Composite,3.17,201.61,Neutral,Media & Entertainment,Low,Apple Inc.,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,a massive data breach sends a tech company's stock tumbling,18,Governance,0,0,2025,0.0
126,126,126,126,126,2025-03-25,Energy company's dividend hike excites shareholders,Seeking Alpha,Regulatory Compliance Failure,Shanghai Composite,3.97,498.8,Neutral,Healthcare,Low,Intel,https://economictimes.indiatimes.com/news/transportation,energy company's dividend hike excites shareholders,9,Governance,0,0,2025,0.0
127,127,127,127,127,2025-06-13,,CNBC,Regulatory Compliance Failure,Euro Stoxx 50,0.96,210.3,Neutral,Automotive,Low,Lockheed Martin,https://www.bloomberg.com/asia/telecommunications-news,,18,Governance,0,0,2025,0.0
128,128,128,128,128,2025-05-10,"Global trade talks collapse, causing market turmoil",The Motley Fool,Executive Misconduct,S&P 500,-0.22,377.64,Negative,Energy,Low,Apple Inc.,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,"global trade talks collapse, causing market turmoil",13,Governance,0,0,2025,-1.0
129,129,129,129,129,2025-02-06,Unexpected rise in unemployment fuels market pessimism,The Economist,Worker Strike,Russell 2000,-3.71,371.12,Negative,Aerospace & Defense,High,General Motors,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,unexpected rise in unemployment fuels market pessimism,17,Social,2,1,2025,-1.0
130,130,130,130,130,2025-05-10,Merger talks between two banks fall through,Wall Street Journal,Accounting Fraud Investigation,FTSE 100,3.88,343.93,Positive,Agriculture,Medium,Intel,https://www.ft.com/content/media-entertainment-merger,merger talks between two banks fall through,18,Governance,1,1,2025,1.0
131,131,131,131,131,2025-08-03,Bond yields tumble as investors seek safe havens,Financial Times,Accounting Fraud Investigation,Hang Seng,-0.54,336.03,Negative,Real Estate,Low,Lockheed Martin,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,bond yields tumble as investors seek safe havens,15,Governance,0,0,2025,-1.0
132,132,132,132,132,2025-07-28,Pharmaceutical company's drug approval drives stock upward,Seeking Alpha,Executive Misconduct,BSE Sensex,-4.81,323.6,Neutral,Automotive,Low,Ford Motor Company,https://www.wsj.com/japan/economic-data-release,pharmaceutical company's drug approval drives stock upward,16,Governance,0,0,2025,0.0
133,133,133,133,133,2025-05-22,Bond yields tumble as investors seek safe havens,Bloomberg,Antitrust Investigation,S&P/TSX Composite,-2.19,310.1,Negative,Finance,Medium,Intel,https://www.business-standard.com/economy/economic-stimulus,bond yields tumble as investors seek safe havens,13,Governance,1,1,2025,-1.0
134,134,134,134,134,2025-04-20,Nikkei 225 index benefits from a weaker yen,CNBC,Antitrust Investigation,Dow Jones,-0.12,198.56,Neutral,Agriculture,Medium,Ford Motor Company,https://www.ft.com/content/media-entertainment-merger,nikkei 225 index benefits from a weaker yen,0,Governance,1,1,2025,0.0
135,135,135,135,135,2025-07-27,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Bloomberg,Antitrust Investigation,IBOVESPA,-1.17,312.9,Negative,Agriculture,Medium,Bank of America,https://www.ft.com/content/geopolitical-summit,tech giant's new product launch sparks sector wide gains,18,Governance,1,1,2025,-1.0
136,136,136,136,136,2025-04-10,A massive data breach sends a tech company's stock tumbling,MarketWatch,Accounting Fraud Investigation,Euro Stoxx 50,1.47,84.21,Positive,Consumer Goods,Medium,Exxon Mobil,https://www.bloomberg.com/australia/asx-200-performance,a massive data breach sends a tech company's stock tumbling,16,Governance,1,1,2025,1.0
137,137,137,137,137,2025-05-01,Central bank maintains status quo on interest rates,The Hindu Business Line,Product Safety Recall,Euro Stoxx 50,3.73,384.39,Negative,Agriculture,Medium,Apple Inc.,https://timesofindia.indiatimes.com/business/agriculture-sector,central bank maintains status quo on interest rates,17,Social,1,1,2025,-1.0
138,138,138,138,138,2025-08-08,Manufacturing PMI data signals economic expansion,Times of India,Regulatory Compliance Failure,Euro Stoxx 50,-4.65,60.17,,Industrials,Medium,Exxon Mobil,https://www.ft.com/content/geopolitical-summit,manufacturing pmi data signals economic expansion,11,Governance,1,1,2025,
139,139,139,139,139,2025-06-16,Financial services stocks rally on strong profit margins,The Economist,Accounting Fraud Investigation,S&P 500,-1.53,94.22,Negative,Industrials,High,Lockheed Martin,https://www.wsj.com/japan/economic-data-release,financial services stocks rally on strong profit margins,13,Governance,2,1,2025,-1.0
140,140,140,140,140,2025-02-23,Geopolitical ceasefire prompts a broad market recovery,Business Standard,Accounting Fraud Investigation,CAC 40,-1.46,23.68,Negative,Consumer Goods,High,Bank of America,https://www.cnbc.com/2025/09/automotive-industry-trends,geopolitical ceasefire prompts a broad market recovery,1,Governance,2,1,2025,-1.0
